attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
No,Unknown,556.26,2.0,2.0,Life Sciences,415.0,2.0,M,3.0,2.0,Sales Executive,1.0,Unknown,449284.0,1168139,3.0,Unknown,15.0,3.0,4.0,Unknown,1.0,11,3.0,3.0,7,1,7,1970,5391411.0,Yes
No,Travel Frequently,478.63,-12.0,3.0,Marketing,416.0,12.0,M,4.0,2.0,Sales Executive,1.0,Married,386583.0,1005117,2.0,No,16.0,3.0,4.0,Part Time,1.0,10,2.0,2.0,15,6,13,1970,4639000.0,Yes
No,Unknown,553.33,1.0,3.0,Unknown,417.0,4.0,M,2.0,2.0,Laboratory Technician,4.0,Unknown,446917.0,1161983,0.0,No,12.0,3.0,2.0,Part Time,1.0,10,0.0,3.0,9,0,0,1970,5363000.0,No
Yes,Unknown,1582.77,13.0,4.0,Unknown,418.0,1.0,F,4.0,4.0,Sales Executive,3.0,Unknown,1278392.0,3323820,6.0,Unknown,17.0,3.0,3.0,Full Time,0.0,10,2.0,2.0,19,3,8,1970,15340707.0,Yes
No,Unknown,556.26,29.0,3.0,Unknown,419.0,2.0,F,3.0,2.0,Laboratory Technician,3.0,Unknown,449284.0,1168139,4.0,Unknown,13.0,3.0,1.0,Part Time,2.0,10,1.0,3.0,8,7,7,1970,5391411.0,No
No,Unknown,421.06,6.0,3.0,Medical,420.0,1.0,M,2.0,2.0,Research Scientist,3.0,Single,340083.0,884217,1.0,Yes,14.0,3.0,1.0,Part Time,0.0,20,3.0,1.0,20,1,8,1970,4081000.0,No
No,Travel Rarely,1582.77,10.0,3.0,Human Resources,421.0,3.0,M,3.0,4.0,Manager,1.0,Married,1278392.0,3323820,0.0,Unknown,14.0,3.0,3.0,Full Time,1.0,21,5.0,3.0,20,0,9,1970,15340707.0,No
No,Travel Rarely,369.16,7.0,3.0,Unknown,422.0,3.0,F,4.0,1.0,Laboratory Technician,1.0,Single,449284.0,775233,0.0,No,12.0,3.0,4.0,Full Time,0.0,8,2.0,3.0,7,0,7,1970,3578000.0,Yes
Yes,Unknown,1032.49,14.0,1.0,Other,423.0,3.0,M,3.0,3.0,Healthcare Representative,4.0,Single,833932.0,2168223,0.0,Yes,12.0,3.0,1.0,Part Time,0.0,10,1.0,3.0,8,7,7,1970,10007184.0,Yes
No,Unknown,1787.81,1.0,3.0,Unknown,424.0,4.0,M,3.0,4.0,Research Director,4.0,Unknown,449284.0,3754400,6.0,Unknown,19.0,3.0,4.0,Full Time,0.0,29,3.0,2.0,20,12,7,1970,17328000.0,No
No,Unknown,1582.77,1.0,4.0,Unknown,425.0,2.0,F,4.0,4.0,Research Director,4.0,Divorced,1278392.0,3323820,2.0,No,13.0,3.0,4.0,Full Time,2.0,31,4.0,4.0,7,0,0,1970,15340707.0,Yes
No,Non-Travel,556.26,9.0,4.0,Other,426.0,3.0,F,3.0,2.0,Laboratory Technician,3.0,Unknown,449284.0,1168139,3.0,No,11.0,3.0,3.0,Part Time,2.0,11,2.0,3.0,8,0,7,1970,5391411.0,Yes
No,Unknown,1113.56,8.0,2.0,Unknown,427.0,1.0,F,3.0,3.0,Sales Executive,4.0,Divorced,899417.0,2338483,1.0,Unknown,18.0,3.0,1.0,Full Time,1.0,13,5.0,3.0,13,9,9,1970,10793000.0,Yes
Yes,Unknown,1032.49,9.0,3.0,Marketing,428.0,1.0,F,3.0,3.0,Sales Executive,4.0,Divorced,833932.0,2168223,4.0,No,11.0,3.0,1.0,Unknown,1.0,28,1.0,4.0,7,4,3,1970,5391411.0,Yes
No,Travel Rarely,1119.55,20.0,3.0,Medical,429.0,2.0,F,1.0,3.0,Healthcare Representative,1.0,Unknown,904250.0,2351050,2.0,Yes,18.0,3.0,2.0,Full Time,1.0,10,2.0,3.0,7,0,7,1970,10851000.0,No
No,Travel Rarely,1079.83,7.0,4.0,Life Sciences,430.0,3.0,F,3.0,3.0,Healthcare Representative,2.0,Divorced,449284.0,2267633,3.0,Unknown,14.0,3.0,2.0,Full Time,2.0,29,3.0,3.0,8,0,7,1970,10466000.0,No
No,Travel Rarely,556.26,19.0,3.0,Unknown,431.0,3.0,F,2.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,1.0,Unknown,14.0,3.0,3.0,Part Time,2.0,10,3.0,3.0,10,0,4,1970,5391411.0,Yes
Yes,Unknown,243.7,1.0,4.0,Technical Degree,432.0,1.0,F,2.0,1.0,Research Scientist,1.0,Single,449284.0,511767,6.0,No,13.0,3.0,3.0,Part Time,0.0,10,2.0,1.0,9,0,7,1970,2362000.0,Yes
No,Unknown,556.26,8.0,1.0,Other,433.0,3.0,M,1.0,2.0,Healthcare Representative,1.0,Unknown,449284.0,1168139,3.0,No,13.0,3.0,3.0,Part Time,1.0,9,3.0,3.0,7,0,7,1970,5391411.0,Yes
No,Travel Rarely,1582.77,6.0,2.0,Unknown,434.0,3.0,F,3.0,4.0,Manager,4.0,Single,1278392.0,3323820,1.0,Yes,21.0,4.0,4.0,Full Time,0.0,21,2.0,3.0,21,7,7,1970,15340707.0,Yes
No,Unknown,664.34,16.0,4.0,Life Sciences,435.0,3.0,M,3.0,2.0,Sales Executive,3.0,Divorced,449284.0,1395117,8.0,No,14.0,3.0,3.0,Full Time,1.0,18,2.0,3.0,8,7,7,1970,6439000.0,Yes
Yes,Unknown,1032.49,2.0,5.0,Unknown,436.0,3.0,M,2.0,3.0,Manufacturing Director,4.0,Married,449284.0,2168223,0.0,Unknown,16.0,3.0,2.0,Part Time,1.0,10,4.0,3.0,33,1,9,1970,10007184.0,Yes
No,Unknown,1973.98,7.0,3.0,Medical,437.0,2.0,M,3.0,5.0,Research Director,4.0,Unknown,449284.0,4145367,0.0,Yes,14.0,3.0,4.0,Unknown,1.0,10,4.0,2.0,22,1,10,1970,19132462.0,No
No,Unknown,595.21,5.0,5.0,Unknown,438.0,3.0,M,1.0,2.0,Laboratory Technician,1.0,Unknown,449284.0,1249950,1.0,Unknown,14.0,3.0,1.0,Full Time,0.0,10,3.0,3.0,10,1,4,1970,5769000.0,No
No,Non-Travel,452.42,26.0,3.0,Marketing,439.0,1.0,F,2.0,2.0,Sales Executive,1.0,Unknown,365417.0,950083,1.0,Unknown,15.0,3.0,1.0,Unknown,1.0,10,2.0,3.0,10,4,5,1970,5391411.0,No
No,Travel Frequently,556.26,10.0,4.0,Unknown,440.0,3.0,F,4.0,2.0,Manufacturing Director,4.0,Unknown,449284.0,1168139,1.0,Unknown,13.0,3.0,1.0,Part Time,1.0,9,3.0,3.0,9,7,2,1970,5391411.0,Yes
No,Unknown,556.26,10.0,5.0,Medical,441.0,2.0,F,3.0,2.0,Manufacturing Director,1.0,Unknown,449284.0,1168139,2.0,Unknown,13.0,3.0,4.0,Unknown,3.0,10,3.0,3.0,7,7,7,1970,5391411.0,No
No,Unknown,419.51,-36.0,3.0,Unknown,442.0,36.0,F,2.0,1.0,Laboratory Technician,1.0,Divorced,338833.0,880967,1.0,No,11.0,3.0,1.0,Full Time,2.0,7,3.0,3.0,7,0,7,1970,4066000.0,Yes
No,Travel Rarely,556.26,2.0,2.0,Unknown,443.0,4.0,M,2.0,2.0,Manufacturing Director,4.0,Divorced,449284.0,1168139,1.0,Unknown,19.0,3.0,1.0,Unknown,2.0,10,3.0,3.0,10,3,9,1970,5391411.0,Yes
No,Unknown,556.26,1.0,5.0,Unknown,444.0,1.0,F,3.0,2.0,Human Resources,4.0,Married,449284.0,1168139,4.0,Yes,11.0,3.0,3.0,Unknown,0.0,14,3.0,3.0,10,0,2,1970,5391411.0,Yes
No,Unknown,537.13,2.0,1.0,Life Sciences,445.0,4.0,F,4.0,2.0,Manufacturing Director,3.0,Divorced,433833.0,1127967,1.0,Unknown,17.0,3.0,3.0,Part Time,2.0,7,6.0,3.0,7,0,7,1970,5206000.0,No
No,Unknown,1582.77,1.0,3.0,Unknown,446.0,3.0,F,3.0,4.0,Manager,3.0,Single,1278392.0,3323820,4.0,Unknown,14.0,3.0,1.0,Full Time,0.0,23,2.0,3.0,8,0,0,1970,15340707.0,Yes
Yes,Travel Frequently,273.93,7.0,2.0,Unknown,447.0,4.0,M,3.0,1.0,Sales Representative,3.0,Unknown,221250.0,575250,2.0,Unknown,11.0,3.0,3.0,Unknown,2.0,19,3.0,3.0,9,7,7,1970,5391411.0,No
No,Unknown,265.16,7.0,3.0,Medical,448.0,4.0,F,3.0,1.0,Laboratory Technician,4.0,Unknown,214167.0,556833,1.0,No,20.0,4.0,3.0,Part Time,0.0,7,5.0,3.0,7,5,7,1970,2570000.0,Yes
No,Travel Rarely,1032.49,2.0,3.0,Life Sciences,449.0,3.0,M,4.0,3.0,Healthcare Representative,4.0,Unknown,833932.0,2168223,1.0,Unknown,19.0,3.0,2.0,Part Time,1.0,10,2.0,3.0,8,6,7,1970,10007184.0,Yes
No,Unknown,464.49,2.0,4.0,Unknown,450.0,3.0,M,3.0,2.0,Sales Representative,4.0,Single,375167.0,975433,3.0,Unknown,15.0,3.0,3.0,Part Time,0.0,17,2.0,2.0,13,6,7,1970,4502000.0,Yes
No,Unknown,556.26,13.0,4.0,Unknown,451.0,3.0,F,3.0,2.0,Healthcare Representative,2.0,Single,449284.0,1168139,6.0,No,14.0,3.0,4.0,Part Time,0.0,19,3.0,3.0,10,0,9,1970,5391411.0,Yes
No,Unknown,556.26,27.0,4.0,Life Sciences,452.0,4.0,F,3.0,2.0,Manufacturing Director,3.0,Married,449284.0,1168139,2.0,Unknown,16.0,3.0,2.0,Part Time,1.0,17,3.0,3.0,7,0,7,1970,5391411.0,Yes
No,Travel Frequently,512.57,2.0,4.0,Unknown,453.0,4.0,M,2.0,1.0,Research Scientist,1.0,Unknown,414000.0,1076400,0.0,Unknown,16.0,3.0,4.0,Unknown,0.0,10,2.0,3.0,9,0,7,1970,4968000.0,No
No,Unknown,1032.49,15.0,2.0,Marketing,454.0,3.0,F,2.0,3.0,Sales Executive,1.0,Unknown,833932.0,2168223,2.0,No,11.0,3.0,1.0,Part Time,1.0,10,2.0,3.0,7,1,7,1970,10007184.0,Yes
No,Non-Travel,531.04,2.0,3.0,Marketing,455.0,4.0,M,3.0,2.0,Sales Executive,2.0,Unknown,428917.0,1115183,8.0,No,15.0,3.0,4.0,Part Time,0.0,13,2.0,2.0,11,1,7,1970,5147000.0,Yes
No,Unknown,280.43,5.0,4.0,Unknown,456.0,2.0,F,3.0,1.0,Research Scientist,2.0,Single,226500.0,588900,2.0,No,14.0,3.0,2.0,Part Time,0.0,12,3.0,3.0,7,0,7,1970,2718000.0,Yes
No,Travel Rarely,365.13,2.0,3.0,Life Sciences,457.0,2.0,F,3.0,1.0,Human Resources,4.0,Unknown,294917.0,766783,0.0,No,13.0,3.0,2.0,Unknown,0.0,10,5.0,3.0,9,1,8,1970,5391411.0,No
No,Travel Rarely,564.16,29.0,4.0,Marketing,458.0,1.0,M,2.0,2.0,Sales Executive,4.0,Unknown,455667.0,1184733,1.0,Unknown,14.0,3.0,1.0,Full Time,2.0,10,3.0,3.0,12,5,7,1970,5468000.0,Yes
Yes,Unknown,599.75,27.0,3.0,Unknown,459.0,3.0,F,3.0,2.0,Sales Executive,4.0,Unknown,484417.0,1259483,1.0,Unknown,18.0,3.0,4.0,Unknown,0.0,10,2.0,3.0,10,7,7,1970,5391411.0,No
No,Non-Travel,556.26,2.0,2.0,Medical,460.0,2.0,F,3.0,2.0,Manufacturing Director,4.0,Divorced,449284.0,1168139,2.0,No,14.0,3.0,3.0,Unknown,1.0,15,6.0,3.0,7,1,7,1970,5391411.0,No
No,Unknown,997.39,10.0,3.0,Medical,461.0,1.0,M,3.0,3.0,Manufacturing Director,3.0,Single,805583.0,2094517,9.0,No,14.0,3.0,2.0,Part Time,0.0,9,3.0,3.0,7,0,2,1970,9667000.0,No
Yes,Travel Rarely,556.26,-19.0,2.0,Medical,462.0,4.0,M,3.0,2.0,Healthcare Representative,2.0,Married,449284.0,1168139,4.0,No,22.0,4.0,4.0,Unknown,1.0,13,2.0,4.0,9,3,7,1970,5391411.0,No
No,Non-Travel,531.76,2.0,4.0,Unknown,463.0,3.0,M,3.0,2.0,Sales Executive,3.0,Married,449284.0,1116700,4.0,Unknown,22.0,4.0,2.0,Part Time,2.0,10,3.0,4.0,8,5,7,1970,5154000.0,No
No,Travel Frequently,585.52,2.0,4.0,Life Sciences,464.0,1.0,F,3.0,2.0,Sales Executive,4.0,Married,472917.0,1229583,1.0,Unknown,20.0,4.0,3.0,Full Time,1.0,7,5.0,3.0,7,7,7,1970,5675000.0,No
Yes,Unknown,754.62,10.0,3.0,Life Sciences,465.0,3.0,M,3.0,3.0,Sales Executive,2.0,Unknown,609500.0,1584700,5.0,Unknown,21.0,4.0,3.0,Part Time,3.0,14,2.0,3.0,8,0,7,1970,7314000.0,Yes
No,Travel Rarely,1582.77,1.0,4.0,Unknown,466.0,1.0,F,3.0,4.0,Manager,1.0,Unknown,1278392.0,3323820,2.0,Unknown,11.0,3.0,1.0,Unknown,1.0,22,3.0,3.0,19,11,16,1970,5391411.0,Yes
No,Travel Rarely,556.26,2.0,2.0,Unknown,467.0,1.0,M,4.0,2.0,Sales Executive,3.0,Single,449284.0,1168139,0.0,No,14.0,3.0,2.0,Part Time,0.0,9,5.0,2.0,8,0,7,1970,5391411.0,No
No,Unknown,1032.49,6.0,3.0,Medical,468.0,3.0,F,3.0,3.0,Research Director,1.0,Married,833932.0,2168223,9.0,No,13.0,3.0,2.0,Unknown,1.0,18,3.0,4.0,13,5,7,1970,5391411.0,Yes
No,Travel Frequently,290.04,6.0,3.0,Other,469.0,3.0,F,4.0,1.0,Laboratory Technician,4.0,Married,234259.0,609075,0.0,No,18.0,3.0,1.0,Part Time,1.0,8,3.0,3.0,7,7,7,1970,2811113.0,Yes
No,Travel Frequently,556.26,1.0,2.0,Life Sciences,470.0,3.0,F,2.0,2.0,Sales Executive,4.0,Married,449284.0,1168139,1.0,Unknown,12.0,3.0,3.0,Part Time,1.0,7,2.0,3.0,7,0,7,1970,5391411.0,Yes
No,Unknown,556.26,14.0,4.0,Unknown,471.0,3.0,F,3.0,2.0,Research Scientist,2.0,Married,449284.0,1168139,8.0,Unknown,18.0,3.0,3.0,Part Time,1.0,10,4.0,4.0,8,1,7,1970,5391411.0,No
No,Travel Rarely,1032.49,13.0,4.0,Medical,472.0,4.0,F,3.0,3.0,Sales Executive,3.0,Divorced,833932.0,2168223,1.0,No,18.0,3.0,3.0,Part Time,1.0,9,2.0,2.0,8,1,1,1970,10007184.0,Yes
No,Unknown,290.04,1.0,3.0,Medical,473.0,3.0,F,3.0,1.0,Laboratory Technician,1.0,Single,234259.0,609075,0.0,No,13.0,3.0,4.0,Part Time,0.0,8,6.0,3.0,7,7,6,1970,2811113.0,Yes
No,Travel Rarely,556.26,9.0,3.0,Unknown,474.0,4.0,F,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,1.0,Unknown,14.0,3.0,1.0,Part Time,0.0,10,5.0,3.0,7,0,7,1970,5391411.0,No
Yes,Travel Frequently,556.26,26.0,4.0,Marketing,475.0,1.0,F,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,1.0,Yes,11.0,3.0,3.0,Part Time,0.0,10,4.0,3.0,10,0,8,1970,5391411.0,Yes
No,Travel Frequently,556.26,7.0,2.0,Life Sciences,476.0,4.0,F,3.0,2.0,Healthcare Representative,3.0,Divorced,449284.0,1168139,1.0,Unknown,20.0,3.0,3.0,Unknown,3.0,9,2.0,3.0,9,2,8,1970,5391411.0,Yes
No,Unknown,1032.49,10.0,3.0,Unknown,477.0,3.0,M,3.0,3.0,Research Director,3.0,Married,833932.0,2168223,4.0,No,20.0,4.0,3.0,Part Time,1.0,13,2.0,4.0,11,4,8,1970,10007184.0,Yes
No,Unknown,525.98,9.0,4.0,Medical,478.0,2.0,F,3.0,2.0,Research Scientist,3.0,Unknown,449284.0,1104567,1.0,No,19.0,3.0,2.0,Part Time,0.0,10,5.0,3.0,10,0,8,1970,5098000.0,Yes
No,Travel Rarely,556.26,15.0,2.0,Unknown,479.0,2.0,M,3.0,2.0,Healthcare Representative,4.0,Married,449284.0,1168139,0.0,Yes,13.0,3.0,1.0,Part Time,1.0,10,6.0,3.0,9,8,1,1970,5391411.0,Yes
No,Travel Rarely,556.26,24.0,1.0,Life Sciences,480.0,1.0,F,3.0,2.0,Research Scientist,4.0,Single,449284.0,1168139,7.0,No,13.0,3.0,1.0,Unknown,0.0,10,2.0,3.0,7,1,7,1970,5391411.0,No
No,Travel Rarely,1032.49,-46.0,3.0,Unknown,481.0,46.0,M,2.0,3.0,Sales Executive,4.0,Married,449284.0,2168223,0.0,No,19.0,3.0,3.0,Part Time,2.0,10,2.0,3.0,9,3,4,1970,10007184.0,Yes
No,Travel Rarely,1400.08,28.0,4.0,Life Sciences,482.0,1.0,M,2.0,4.0,Manufacturing Director,2.0,Married,1130833.0,2940167,0.0,No,23.0,3.0,3.0,Full Time,1.0,21,3.0,3.0,20,0,10,1970,13570000.0,Yes
No,Unknown,692.51,28.0,3.0,Marketing,483.0,4.0,M,2.0,2.0,Sales Executive,3.0,Married,449284.0,1454267,1.0,No,21.0,4.0,4.0,Full Time,2.0,8,2.0,3.0,8,1,7,1970,6712000.0,No
No,Travel Rarely,556.26,10.0,2.0,Unknown,484.0,1.0,M,3.0,2.0,Sales Executive,4.0,Married,449284.0,1168139,1.0,No,11.0,3.0,3.0,Unknown,1.0,10,1.0,3.0,10,1,9,1970,5391411.0,Yes
No,Travel Rarely,1030.82,6.0,1.0,Unknown,485.0,4.0,F,2.0,3.0,Healthcare Representative,1.0,Unknown,832583.0,2164717,4.0,Unknown,15.0,3.0,1.0,Part Time,1.0,10,5.0,3.0,7,1,7,1970,9991000.0,Yes
No,Travel Rarely,1032.49,7.0,4.0,Unknown,486.0,1.0,M,3.0,3.0,Research Director,2.0,Single,449284.0,2168223,0.0,No,11.0,3.0,3.0,Part Time,0.0,10,4.0,3.0,12,2,11,1970,10007184.0,No
No,Travel Rarely,1057.33,7.0,4.0,Medical,487.0,1.0,M,2.0,3.0,Healthcare Representative,4.0,Married,854000.0,2220400,3.0,Unknown,14.0,3.0,4.0,Full Time,1.0,24,4.0,3.0,22,5,17,1970,10248000.0,Yes
No,Unknown,556.26,5.0,4.0,Unknown,488.0,1.0,F,3.0,2.0,Sales Executive,4.0,Single,449284.0,1168139,4.0,Unknown,21.0,3.0,3.0,Part Time,0.0,14,4.0,3.0,9,0,8,1970,5391411.0,Yes
No,Travel Frequently,1582.77,10.0,3.0,Life Sciences,489.0,4.0,F,2.0,4.0,Manager,1.0,Divorced,449284.0,3323820,4.0,Unknown,13.0,3.0,2.0,Full Time,1.0,10,2.0,2.0,7,7,7,1970,15340707.0,No
No,Unknown,1128.52,2.0,4.0,Unknown,490.0,3.0,M,3.0,3.0,Healthcare Representative,3.0,Single,911500.0,2369900,0.0,No,25.0,4.0,4.0,Unknown,0.0,20,1.0,3.0,19,11,8,1970,5391411.0,No
No,Travel Rarely,267.53,2.0,3.0,Medical,491.0,4.0,M,2.0,1.0,Laboratory Technician,1.0,Divorced,216083.0,561817,0.0,Yes,11.0,3.0,3.0,Part Time,1.0,10,4.0,3.0,9,7,8,1970,2593000.0,Yes
No,Travel Frequently,1225.51,5.0,4.0,Unknown,492.0,4.0,M,3.0,3.0,Manager,2.0,Married,989833.0,2573567,6.0,Unknown,11.0,3.0,2.0,Unknown,2.0,12,2.0,3.0,10,8,8,1970,5391411.0,Yes
No,Travel Rarely,835.2,5.0,4.0,Technical Degree,493.0,3.0,F,3.0,3.0,Manufacturing Director,2.0,Single,674583.0,1753917,0.0,No,13.0,3.0,4.0,Part Time,0.0,17,5.0,3.0,16,0,13,1970,8095000.0,Yes
Yes,Travel Rarely,1032.49,15.0,1.0,Medical,494.0,2.0,F,3.0,3.0,Manager,3.0,Married,449284.0,2168223,7.0,Unknown,12.0,3.0,4.0,Part Time,0.0,15,2.0,4.0,7,7,7,1970,10007184.0,Yes
No,Travel Rarely,1582.77,6.0,3.0,Life Sciences,495.0,2.0,M,3.0,4.0,Manufacturing Director,3.0,Single,449284.0,3323820,7.0,No,15.0,3.0,3.0,Full Time,0.0,22,3.0,3.0,20,5,13,1970,15340707.0,No
No,Travel Rarely,1973.98,10.0,4.0,Human Resources,496.0,2.0,F,2.0,5.0,Manager,4.0,Divorced,1594372.0,4145367,3.0,No,15.0,3.0,2.0,Full Time,3.0,23,2.0,2.0,21,12,6,1970,19132462.0,No
No,Unknown,556.26,7.0,3.0,Unknown,497.0,4.0,M,2.0,2.0,Healthcare Representative,1.0,Unknown,449284.0,1168139,8.0,No,19.0,3.0,1.0,Part Time,0.0,10,2.0,1.0,7,0,7,1970,5391411.0,No
No,Travel Rarely,1739.11,3.0,4.0,Marketing,498.0,3.0,F,2.0,4.0,Manager,1.0,Unknown,1404667.0,3652133,1.0,Unknown,11.0,3.0,1.0,Full Time,0.0,10,3.0,4.0,34,1,16,1970,16856000.0,Yes
No,Travel Rarely,1582.77,26.0,4.0,Marketing,499.0,1.0,M,3.0,4.0,Manager,3.0,Married,1278392.0,3323820,2.0,No,14.0,3.0,3.0,Full Time,1.0,10,2.0,2.0,20,4,17,1970,15340707.0,No
No,Travel Rarely,468.1,2.0,2.0,Marketing,500.0,3.0,M,3.0,2.0,Sales Executive,4.0,Unknown,378083.0,983017,0.0,Unknown,22.0,4.0,1.0,Part Time,1.0,8,2.0,3.0,7,7,7,1970,4537000.0,Yes
No,Non-Travel,1849.3,2.0,4.0,Unknown,501.0,1.0,F,3.0,4.0,Manager,1.0,Divorced,449284.0,3883533,1.0,Unknown,11.0,3.0,4.0,Full Time,1.0,31,3.0,3.0,31,14,7,1970,17924000.0,No
No,Travel Rarely,414.14,21.0,1.0,Life Sciences,502.0,4.0,M,3.0,2.0,Healthcare Representative,4.0,Married,334500.0,869700,1.0,Unknown,25.0,4.0,4.0,Part Time,1.0,10,2.0,1.0,10,0,7,1970,4014000.0,Yes
No,Travel Rarely,1314.65,1.0,1.0,Unknown,503.0,4.0,M,2.0,4.0,Manufacturing Director,4.0,Married,1061833.0,2760767,1.0,No,16.0,3.0,3.0,Full Time,1.0,10,3.0,3.0,21,11,8,1970,12742000.0,Yes
No,Travel Frequently,1032.49,22.0,3.0,Medical,504.0,4.0,M,3.0,3.0,Manufacturing Director,1.0,Single,833932.0,2168223,1.0,Unknown,13.0,3.0,3.0,Part Time,0.0,10,2.0,3.0,21,2,8,1970,10007184.0,No
No,Unknown,348.32,7.0,2.0,Unknown,505.0,2.0,M,4.0,1.0,Research Scientist,3.0,Unknown,449284.0,731467,1.0,No,13.0,3.0,3.0,Full Time,0.0,10,3.0,3.0,10,0,8,1970,3376000.0,No
Yes,Unknown,1081.48,1.0,2.0,Medical,506.0,2.0,F,2.0,3.0,Human Resources,1.0,Married,873500.0,2271100,9.0,No,14.0,3.0,4.0,Full Time,1.0,24,1.0,3.0,20,3,6,1970,10482000.0,Yes
No,Unknown,1582.77,2.0,2.0,Medical,507.0,4.0,F,3.0,4.0,Manager,1.0,Unknown,1278392.0,3323820,0.0,No,17.0,3.0,4.0,Unknown,1.0,23,3.0,3.0,22,13,7,1970,5391411.0,No
No,Travel Rarely,1032.49,7.0,4.0,Life Sciences,508.0,2.0,F,3.0,3.0,Healthcare Representative,2.0,Single,449284.0,2168223,7.0,Unknown,19.0,3.0,4.0,Part Time,0.0,18,4.0,3.0,8,4,0,1970,10007184.0,Yes
No,Unknown,290.04,1.0,3.0,Unknown,509.0,3.0,F,4.0,1.0,Human Resources,3.0,Unknown,234259.0,609075,1.0,No,13.0,3.0,4.0,Part Time,1.0,7,2.0,4.0,7,5,0,1970,2811113.0,Yes
No,Unknown,290.04,1.0,2.0,Life Sciences,510.0,4.0,M,3.0,1.0,Human Resources,1.0,Unknown,449284.0,609075,6.0,Unknown,12.0,3.0,3.0,Part Time,0.0,10,3.0,4.0,7,5,7,1970,2811113.0,Yes
No,Unknown,438.39,4.0,4.0,Life Sciences,511.0,3.0,F,3.0,2.0,Research Scientist,3.0,Single,354083.0,920617,1.0,Unknown,11.0,3.0,2.0,Part Time,0.0,10,3.0,3.0,9,1,1,1970,4249000.0,No
No,Travel Rarely,675.69,29.0,1.0,Life Sciences,512.0,3.0,F,1.0,2.0,Manufacturing Director,2.0,Married,545750.0,1418950,1.0,Unknown,14.0,3.0,2.0,Unknown,2.0,8,2.0,2.0,8,1,7,1970,5391411.0,Yes
No,Unknown,1582.77,28.0,3.0,Life Sciences,513.0,4.0,F,3.0,4.0,Research Director,1.0,Married,1278392.0,3323820,3.0,No,13.0,3.0,3.0,Unknown,1.0,10,1.0,4.0,20,14,17,1970,5391411.0,Yes
No,Unknown,1486.85,22.0,5.0,Unknown,514.0,3.0,F,1.0,4.0,Research Director,4.0,Unknown,1200917.0,3122383,1.0,Unknown,13.0,3.0,4.0,Unknown,0.0,10,2.0,3.0,32,13,9,1970,5391411.0,No
No,Travel Rarely,2020.78,-23.0,5.0,Marketing,515.0,3.0,F,2.0,5.0,Manager,4.0,Unknown,449284.0,4243633,1.0,No,21.0,4.0,3.0,Full Time,1.0,36,3.0,3.0,36,2,13,1970,19586000.0,Yes
No,Unknown,849.85,6.0,3.0,Unknown,516.0,4.0,F,4.0,3.0,Sales Executive,3.0,Married,686417.0,1784683,2.0,No,11.0,3.0,1.0,Part Time,1.0,11,3.0,3.0,7,7,6,1970,8237000.0,Yes
No,Unknown,331.29,-13.0,4.0,Unknown,517.0,13.0,M,3.0,1.0,Laboratory Technician,1.0,Unknown,267583.0,695717,1.0,Unknown,14.0,3.0,4.0,Unknown,1.0,10,3.0,2.0,9,1,4,1970,5391411.0,Yes
No,Unknown,1723.43,28.0,2.0,Technical Degree,518.0,4.0,M,2.0,4.0,Research Director,2.0,Single,1392000.0,3619200,1.0,Unknown,11.0,3.0,3.0,Unknown,0.0,21,2.0,3.0,21,8,6,1970,5391411.0,No
No,Unknown,1032.49,2.0,3.0,Unknown,519.0,3.0,F,3.0,3.0,Sales Executive,4.0,Unknown,833932.0,2168223,4.0,Unknown,12.0,3.0,2.0,Part Time,1.0,10,5.0,2.0,10,0,3,1970,10007184.0,No
No,Unknown,492.56,15.0,3.0,Unknown,520.0,4.0,M,2.0,1.0,Research Scientist,1.0,Married,449284.0,1034367,0.0,No,19.0,3.0,4.0,Full Time,1.0,10,2.0,3.0,7,7,3,1970,4774000.0,No
No,Travel Rarely,1973.98,2.0,3.0,Unknown,521.0,1.0,F,3.0,5.0,Manager,3.0,Married,1594372.0,4145367,5.0,Unknown,11.0,3.0,1.0,Unknown,0.0,24,2.0,2.0,22,4,14,1970,5391411.0,Yes
No,Unknown,556.26,2.0,3.0,Unknown,522.0,4.0,F,2.0,2.0,Sales Executive,2.0,Married,449284.0,1168139,2.0,Unknown,14.0,3.0,4.0,Part Time,0.0,17,3.0,2.0,9,0,8,1970,5391411.0,Yes
No,Travel Rarely,556.26,15.0,2.0,Life Sciences,523.0,4.0,M,2.0,2.0,Laboratory Technician,3.0,Single,449284.0,1168139,0.0,Yes,12.0,3.0,4.0,Part Time,0.0,10,3.0,3.0,9,0,8,1970,5391411.0,Yes
